SIGNAL,CEC,SYSTEM,SCENE,LISTENER,PROMPT,NWORDS,HITS,CORRECT,RESPONSE,SEVERITY
CEC2_E001_S08704_L0222,CEC2,CEC2E001,S08704,L0222,i come to the beach every week,7,1,14.2857142857143,others have tried to explain that it is seventeen,Moderate
CEC2_E001_S09685_L0222,CEC2,CEC2E001,S09685,L0222,don't you yet understand boy what you mean to me,10,0,0,#,Moderate
CEC2_E001_S09159_L0222,CEC2,CEC2E001,S09159,L0222,you must try not to let her worry,8,0,0,#,Moderate
CEC2_E001_S09393_L0222,CEC2,CEC2E001,S09393,L0222,i suppose it was a way of wishing him luck,10,0,0,#,Moderate
CEC2_E001_S08826_L0222,CEC2,CEC2E001,S08826,L0222,she herself was different for one thing,7,0,0,#,Moderate
CEC2_E001_S08984_L0222,CEC2,CEC2E001,S08984,L0222,one is to conclude that all is well,8,0,0,#,Moderate
CEC2_E001_S09837_L0222,CEC2,CEC2E001,S09837,L0222,i believe that this government have got that balance right,10,2,20,i believe,Moderate
CEC2_E001_S08874_L0222,CEC2,CEC2E001,S08874,L0222,but i told myself i shouldn't provoke her too much,10,0,0,when a man looks for something beyond his reach his friends say he's looking for a pot,Moderate
CEC2_E001_S08635_L0222,CEC2,CEC2E001,S08635,L0222,his senior registrar did all his operating,7,0,0,#,Moderate
CEC2_E001_S09607_L0222,CEC2,CEC2E001,S09607,L0222,the quantity equation is true by definition,7,1,14.2857142857143,definition,Moderate
CEC2_E001_S09763_L0222,CEC2,CEC2E001,S09763,L0222,but what does living together as husband and wife mean,10,0,0,#,Moderate
CEC2_E001_S09341_L0222,CEC2,CEC2E001,S09341,L0222,there is however an important general point at issue here,10,3,30,there is however,Moderate
CEC2_E001_S09966_L0222,CEC2,CEC2E001,S09966,L0222,i wouldn't have had that happen for anything,8,0,0,#,Moderate
CEC2_E001_S09883_L0222,CEC2,CEC2E001,S09883,L0222,you had no intention of any such thing,8,0,0,#,Moderate
CEC2_E001_S09225_L0222,CEC2,CEC2E001,S09225,L0222,people in love are peculiar that way you know,9,0,0,the rainbow,Moderate
CEC2_E001_S09497_L0222,CEC2,CEC2E001,S09497,L0222,even bottom right may be all right as it is,10,0,0,#,Moderate
CEC2_E001_S09376_L0222,CEC2,CEC2E001,S09376,L0222,maybe i can find someone to apprentice me,8,4,50,maybe i should find someone,Moderate
CEC2_E001_S08743_L0222,CEC2,CEC2E001,S08743,L0222,the argument cannot be stopped at this simple point however,10,0,0,#,Moderate
CEC2_E001_S09336_L0222,CEC2,CEC2E001,S09336,L0222,there hasn't been anything said about foul play yet,9,9,100,there hasn't been anything said about foul play yet,Moderate
CEC2_E001_S09555_L0222,CEC2,CEC2E001,S09555,L0222,he had no fear with joe in being bold,9,1,11.1111111111111,we have no,Moderate
CEC2_E001_S08926_L0222,CEC2,CEC2E001,S08926,L0222,he's going to be a professional tenor,7,0,0,#,Moderate
CEC2_E001_S09364_L0222,CEC2,CEC2E001,S09364,L0222,i don't want to know any more,7,2,28.5714285714286,i don't,Moderate
CEC2_E001_S08931_L0222,CEC2,CEC2E001,S08931,L0222,but you will give it a most urgent rating,9,8,88.8888888888889,but you will give it a most urgent,Moderate
CEC2_E001_S09245_L0222,CEC2,CEC2E001,S09245,L0222,the design process is also more simple too,8,0,0,#,Moderate
CEC2_E001_S09210_L0222,CEC2,CEC2E001,S09210,L0222,no news at all of him i'm afraid,8,0,0,#,Moderate
CEC2_E001_S09144_L0222,CEC2,CEC2E001,S09144,L0222,she felt ashamed of being such a failure,8,8,100,she felt ashamed of being such a failure,Moderate
CEC2_E001_S09629_L0222,CEC2,CEC2E001,S09629,L0222,so he said you now owe me the money,9,0,0,#,Moderate
CEC2_E001_S09052_L0222,CEC2,CEC2E001,S09052,L0222,she was shaking with shock and humiliation,7,0,0,#,Moderate
CEC2_E001_S08782_L0222,CEC2,CEC2E001,S08782,L0222,these have informed our thinking throughout this report,8,8,100, these have informed our thinking throughout this report.,Moderate
CEC2_E001_S08585_L0222,CEC2,CEC2E001,S08585,L0222,sensitive to every draught or air movement,7,0,0,#,Moderate
CEC2_E001_S09425_L0222,CEC2,CEC2E001,S09425,L0222,we don't understand life do we he said,8,2,25,we don't have a,Moderate
CEC2_E001_S09976_L0222,CEC2,CEC2E001,S09976,L0222,is it too familiar is it worn out,8,0,0,#,Moderate
CEC2_E001_S09754_L0222,CEC2,CEC2E001,S09754,L0222,what did you do with the screen,7,4,57.1428571428571,what did you do,Moderate
CEC2_E001_S09508_L0222,CEC2,CEC2E001,S09508,L0222,what would they do to please the electorate,8,0,0,#,Moderate
CEC2_E001_S09099_L0222,CEC2,CEC2E001,S09099,L0222,alcoholism is an illness that needs urgent treatment,8,0,0,#,Moderate
CEC2_E001_S09826_L0222,CEC2,CEC2E001,S09826,L0222,now i see there is another reason,7,3,42.8571428571429,now i see,Moderate
CEC2_E001_S08627_L0222,CEC2,CEC2E001,S08627,L0222,early bed for you tonight my lady,7,0,0,#,Moderate
CEC2_E001_S09430_L0222,CEC2,CEC2E001,S09430,L0222,i must go and stand in until father comes,9,6,66.6666666666667,i must go and stand in,Moderate
CEC2_E001_S09789_L0222,CEC2,CEC2E001,S09789,L0222,and what was the reason for it,7,1,14.2857142857143,but what,Moderate
CEC2_E001_S09221_L0222,CEC2,CEC2E001,S09221,L0222,allow to cool undisturbed and then pour into a jar,10,0,0,an article,Moderate
CEC2_E001_S09719_L0222,CEC2,CEC2E001,S09719,L0222,farming is now the second most dangerous industry in britain,10,0,0,#,Moderate
CEC2_E001_S08998_L0222,CEC2,CEC2E001,S08998,L0222,but they do see the problem as a political one,10,10,100,but they do see the problem as a political one,Moderate
CEC2_E001_S09101_L0222,CEC2,CEC2E001,S09101,L0222,was he one of the three you didn't know,9,0,0,#,Moderate
CEC2_E001_S08526_L0222,CEC2,CEC2E001,S08526,L0222,at least the little girl could have ridden,8,0,0,#,Moderate
CEC2_E001_S09118_L0222,CEC2,CEC2E001,S09118,L0222,birth control however is a very controversial issue,8,0,0,#,Moderate
CEC2_E001_S08788_L0222,CEC2,CEC2E001,S08788,L0222,he's got a big job in the french foreign ministry,10,0,0,#,Moderate
CEC2_E001_S09889_L0222,CEC2,CEC2E001,S09889,L0222,come and pour out for us my dear,8,0,0,#,Moderate
CEC2_E001_S09357_L0222,CEC2,CEC2E001,S09357,L0222,thank you for your support do come again,8,3,37.5,do come again,Moderate
CEC2_E001_S08530_L0222,CEC2,CEC2E001,S08530,L0222,but once at university i was an apt student,9,0,0,#,Moderate
CEC2_E001_S09949_L0222,CEC2,CEC2E001,S09949,L0222,how strange he thought i'm not tired at all,9,7,77.7777777777778,how strange i'm not tired at all,Moderate
CEC2_E001_S09547_L0222,CEC2,CEC2E001,S09547,L0222,feel how fat this may issue is,7,0,0,#,Moderate
CEC2_E001_S09986_L0222,CEC2,CEC2E001,S09986,L0222,we can go if we want to,7,0,0,#,Moderate
CEC2_E001_S09734_L0222,CEC2,CEC2E001,S09734,L0222,now there is treatment which can help such children,9,0,0,#,Moderate
CEC2_E001_S09908_L0222,CEC2,CEC2E001,S09908,L0222,there is a lounge bar and lift,7,0,0,#,Moderate
CEC2_E001_S08753_L0222,CEC2,CEC2E001,S08753,L0222,just get over there and start working,7,0,0,#,Moderate
CEC2_E008_S08673_L0222,CEC2,CEC2E008,S08673,L0222,i pray that it is you reading this my darling,10,0,0,#,Moderate
CEC2_E008_S09591_L0222,CEC2,CEC2E008,S09591,L0222,i do not know if this were so or not,10,1,10,can you not hear me,Moderate
CEC2_E008_S09353_L0222,CEC2,CEC2E008,S09353,L0222,it's a long time since i touched that organ,9,4,44.4444444444444,it's a long time,Moderate
CEC2_E008_S08857_L0222,CEC2,CEC2E008,S08857,L0222,isn't that what old married people do to avoid trouble,10,0,0,#,Moderate
CEC2_E008_S09517_L0222,CEC2,CEC2E008,S09517,L0222,what do you know about the rest of the castle,10,5,50,what do you know about,Moderate
CEC2_E008_S09461_L0222,CEC2,CEC2E008,S09461,L0222,it has been a good christmas for oxford,8,0,0,#,Moderate
CEC2_E008_S08879_L0222,CEC2,CEC2E008,S08879,L0222,it can't be as bad as all that surely,9,5,55.5555555555556,it can't be all lies surely,Moderate
CEC2_E008_S09191_L0222,CEC2,CEC2E008,S09191,L0222,just wait till i get hold of him,8,3,37.5,it's wait till i,Moderate
CEC2_E008_S09891_L0222,CEC2,CEC2E008,S09891,L0222,it's a very sad day for the city,8,2,25,if you go to the city,Moderate
CEC2_E008_S09819_L0222,CEC2,CEC2E008,S09819,L0222,she went on to speak of something else,8,3,37.5,she then told us something else,Moderate
CEC2_E008_S09683_L0222,CEC2,CEC2E008,S09683,L0222,there would have been some degree of overlap,8,0,0,#,Moderate
CEC2_E008_S08825_L0222,CEC2,CEC2E008,S08825,L0222,replace the paper and the lid and cook another hour,10,0,0,#,Moderate
CEC2_E008_S08509_L0222,CEC2,CEC2E008,S08509,L0222,that i think is a healthy enough attitude,8,1,12.5,i don't want,Moderate
CEC2_E008_S08618_L0222,CEC2,CEC2E008,S08618,L0222,come on shake a leg i said,7,0,0,suddenly be alert,Moderate
CEC2_E008_S09668_L0222,CEC2,CEC2E008,S09668,L0222,after a pause he said go if you want to,10,10,100,after a pause he said go if you want to,Moderate
CEC2_E008_S09148_L0222,CEC2,CEC2E008,S09148,L0222,it is possible that one day we will return,9,4,44.4444444444444,is it possible that one day,Moderate
CEC2_E008_S08703_L0222,CEC2,CEC2E008,S08703,L0222,some of the women resent me for it,8,0,0,#,Moderate
CEC2_E008_S09502_L0222,CEC2,CEC2E008,S09502,L0222,everybody got out and no one was hurt,8,0,0,hand on it,Moderate
CEC2_E008_S09804_L0222,CEC2,CEC2E008,S09804,L0222,you think you know your fellow man,7,6,85.7142857142857,you think you knew your fellow man,Moderate
CEC2_E008_S08864_L0222,CEC2,CEC2E008,S08864,L0222,from a commercial point of view however liquidity is fundamental,10,7,70,from a commercial point of view it's inquisitive fundamental,Moderate
CEC2_E008_S08973_L0222,CEC2,CEC2E008,S08973,L0222,they read it again and look up,7,6,85.7142857142857,read it again and look up,Moderate
CEC2_E008_S08617_L0222,CEC2,CEC2E008,S08617,L0222,you know all about this form i suppose he said,10,2,20,he said,Moderate
CEC2_E008_S09097_L0222,CEC2,CEC2E008,S09097,L0222,let me open the wine i said,7,6,85.7142857142857,let me the wine i said,Moderate
CEC2_E008_S09200_L0222,CEC2,CEC2E008,S09200,L0222,here again there was a fundamental mistake,7,7,100,here again there was a fundamental mistake,Moderate
CEC2_E008_S09867_L0222,CEC2,CEC2E008,S09867,L0222,the bass i had was awful as well,8,1,12.5,of that i have to secure wealth,Moderate
CEC2_E008_S09421_L0222,CEC2,CEC2E008,S09421,L0222,could you not consider leaving the room,7,0,0,#,Moderate
CEC2_E008_S09301_L0222,CEC2,CEC2E008,S09301,L0222,in the context there is much to be optimistic about,10,10,100,in the context there is much to be optimistic about,Moderate
CEC2_E008_S08715_L0222,CEC2,CEC2E008,S08715,L0222,she was great fun charming and kind says a friend,10,9,90,she was great fun charming and kind as a friend great fun,Moderate
CEC2_E008_S08999_L0222,CEC2,CEC2E008,S08999,L0222,that may begin to teach you your proper place,9,6,66.6666666666667, that baby teach you your proper place.,Moderate
CEC2_E008_S09095_L0222,CEC2,CEC2E008,S09095,L0222,they are the invisible force of the criminal law,9,0,0,#,Moderate
CEC2_E008_S09168_L0222,CEC2,CEC2E008,S09168,L0222,i am a gout sufferer and it's no laughing matter,10,0,0,#,Moderate
CEC2_E008_S08919_L0222,CEC2,CEC2E008,S08919,L0222,this is surely the antithesis of communication,7,7,100,this is surely the antithesis of communication,Moderate
CEC2_E008_S09692_L0222,CEC2,CEC2E008,S09692,L0222,it will mean change for the better,7,7,100,it will mean change for the better,Moderate
CEC2_E008_S09822_L0222,CEC2,CEC2E008,S09822,L0222,she was not exactly a romantic figure,7,3,42.8571428571429,she was not,Moderate
CEC2_E008_S09999_L0222,CEC2,CEC2E008,S09999,L0222,ah yes there it was quite large and unattached,9,2,22.2222222222222,quite large,Moderate
CEC2_E008_S08537_L0222,CEC2,CEC2E008,S08537,L0222,what a way to start the week,7,7,100,what a way to start the week,Moderate
CEC2_E008_S09882_L0222,CEC2,CEC2E008,S09882,L0222,also in the box was a bottle of poison,9,0,0,#,Moderate
CEC2_E008_S09247_L0222,CEC2,CEC2E008,S09247,L0222,any little thing at all only say,7,5,71.4285714285714,any little thing at all,Moderate
CEC2_E008_S09407_L0222,CEC2,CEC2E008,S09407,L0222,we pride ourselves on having won the propaganda war,9,9,100,we pride ourselves on having won the propaganda war,Moderate
CEC2_E008_S09737_L0222,CEC2,CEC2E008,S09737,L0222,and he's up to his neck in it,8,4,50,and he's off to italy with it,Moderate
CEC2_E008_S09440_L0222,CEC2,CEC2E008,S09440,L0222,already he was inspired by the thought of their fusion,10,9,90,  already he was inspired by the thought of their futures.,Moderate
CEC2_E008_S08817_L0222,CEC2,CEC2E008,S08817,L0222,the soldier gave her hair another painful jerk,8,1,12.5,the,Moderate
CEC2_E008_S09289_L0222,CEC2,CEC2E008,S09289,L0222,it was a silly thing to say,7,7,100,it was a silly thing to say,Moderate
CEC2_E008_S09236_L0222,CEC2,CEC2E008,S09236,L0222,just don't leave it too late will you,8,8,100,just don't leave it too late will you,Moderate
CEC2_E008_S09177_L0222,CEC2,CEC2E008,S09177,L0222,it was less terrible because her marriage was over,9,8,88.8888888888889,it was less terrible because her marriage was,Moderate
CEC2_E008_S09143_L0222,CEC2,CEC2E008,S09143,L0222,in the meantime keep looking over your shoulder,8,8,100,in the meantime keep looking over your shoulder,Moderate
CEC2_E008_S09585_L0222,CEC2,CEC2E008,S09585,L0222,he said it was someone out of his past,9,6,66.6666666666667,he said it was someone else's past,Moderate
CEC2_E008_S08639_L0222,CEC2,CEC2E008,S08639,L0222,i must have that photograph he said,7,3,42.8571428571429,i lost her that photograph,Moderate
CEC2_E008_S08991_L0222,CEC2,CEC2E008,S08991,L0222,the vital ingredient the ingredient of life was missing,9,0,0,but,Moderate
CEC2_E008_S09736_L0222,CEC2,CEC2E008,S09736,L0222,he may well cause a bit more trouble yet,9,7,77.7777777777778,he may yet cause a bit more trouble,Moderate
CEC2_E008_S08832_L0222,CEC2,CEC2E008,S08832,L0222,even that would be better than separation,7,7,100,even that would be better than separation,Moderate
CEC2_E008_S08866_L0222,CEC2,CEC2E008,S08866,L0222,i told him the credit authority number,7,4,57.1428571428571,i told him the,Moderate
CEC2_E008_S08575_L0222,CEC2,CEC2E008,S08575,L0222,the sooner she was long gone the better,8,8,100,the sooner she was long gone the better,Moderate
CEC2_E008_S08580_L0222,CEC2,CEC2E008,S08580,L0222,you see we know you quite well,7,3,42.8571428571429,you see we don't,Moderate
CEC2_E008_S09108_L0222,CEC2,CEC2E008,S09108,L0222,history was an inspiration not a lesson to them,9,0,0,#,Moderate
CEC2_E008_S09611_L0222,CEC2,CEC2E008,S09611,L0222,my dear child there is no question of it,9,9,100,my dear child there is no question of it,Moderate
CEC2_E008_S09694_L0222,CEC2,CEC2E008,S09694,L0222,everybody ought to get a bite of the big apple,10,5,50,everybody wants to bite a big apple,Moderate
CEC2_E008_S09132_L0222,CEC2,CEC2E008,S09132,L0222,it was due for the chop and you know it,10,0,0,#,Moderate
CEC2_E008_S09565_L0222,CEC2,CEC2E008,S09565,L0222,but i bought milk and nut chocolate with it,9,9,100,but i bought milk and nut chocolate with it,Moderate
CEC2_E008_S09750_L0222,CEC2,CEC2E008,S09750,L0222,outside in the open air it was glorious,8,8,100,outside in the open air it was glorious,Moderate
CEC2_E009_S09354_L0222,CEC2,CEC2E009,S09354,L0222,i was just rather rude to you,7,7,100,i was just rather rude to you,Moderate
CEC2_E009_S08892_L0222,CEC2,CEC2E009,S08892,L0222,i was about to telephone the police,7,7,100,i was about to telephone the police,Moderate
CEC2_E009_S09432_L0222,CEC2,CEC2E009,S09432,L0222,finally he put it in his mouth,7,7,100,finally he put it in his mouth,Moderate
CEC2_E009_S08792_L0222,CEC2,CEC2E009,S08792,L0222,i could feel its presence and now i can't,9,9,100,i could feel its presence and now i can't,Moderate
CEC2_E009_S08570_L0222,CEC2,CEC2E009,S08570,L0222,he let his breath out on a harsh sigh,9,9,100,he let his breath out on a harsh sigh,Moderate
CEC2_E009_S09866_L0222,CEC2,CEC2E009,S09866,L0222,what were they here for do you think,8,8,100,what were they here for do you think,Moderate
CEC2_E009_S09377_L0222,CEC2,CEC2E009,S09377,L0222,and to ask you to support dad,7,6,85.7142857142857,and to ask you to support,Moderate
CEC2_E009_S09951_L0222,CEC2,CEC2E009,S09951,L0222,as a result diamond is an excellent conductor of heat,10,10,100,as a result diamond is an excellent conductor of heat,Moderate
CEC2_E009_S09161_L0222,CEC2,CEC2E009,S09161,L0222,the engineer would go to sleep soon in a corner,10,10,100,the engineer would go to sleep soon in a corner,Moderate
CEC2_E009_S09705_L0222,CEC2,CEC2E009,S09705,L0222,then isabel read them one by one,7,7,100,then isabel read them one by one,Moderate
CEC2_E009_S08793_L0222,CEC2,CEC2E009,S08793,L0222,it isn't like going to the lavatory,7,7,100,it isn't like going to the lavatory,Moderate
CEC2_E009_S08727_L0222,CEC2,CEC2E009,S08727,L0222,you would have to question whether she is genuine,9,9,100,you would have to question whether she is genuine,Moderate
CEC2_E009_S09640_L0222,CEC2,CEC2E009,S09640,L0222,i'm going up myself to have a look round,9,8,88.8888888888889,i'm going up myself to have a look around,Moderate
CEC2_E009_S09342_L0222,CEC2,CEC2E009,S09342,L0222,they give us no choice but to fight,8,8,100,they give us no choice but to fight,Moderate
CEC2_E009_S08528_L0222,CEC2,CEC2E009,S08528,L0222,perhaps i was wrong in what i then did,9,9,100,perhaps i was wrong in what i then did,Moderate
CEC2_E009_S09981_L0222,CEC2,CEC2E009,S09981,L0222,home rule was just around the corner,7,7,100,home rule was just around the corner,Moderate
CEC2_E009_S09707_L0222,CEC2,CEC2E009,S09707,L0222,how come you know he's not in anyway,8,8,100,how come you know he's not in anyway,Moderate
CEC2_E009_S09667_L0222,CEC2,CEC2E009,S09667,L0222,this is my eighth visit to the african continent,9,8,88.8888888888889,this was my eighth visit to the african continent,Moderate
CEC2_E009_S09537_L0222,CEC2,CEC2E009,S09537,L0222,they never seem to be having a great time,9,9,100,they never seem to be having a great time,Moderate
CEC2_E009_S09834_L0222,CEC2,CEC2E009,S09834,L0222,and you look fine now she said pushing on,9,9,100, and you look fine now she said pushing on,Moderate
CEC2_E009_S09523_L0222,CEC2,CEC2E009,S09523,L0222,the second goal should have been stopped too,8,7,87.5,a second goal should have been stopped too,Moderate
CEC2_E009_S08887_L0222,CEC2,CEC2E009,S08887,L0222,well that really is speculative of course,7,7,100,well that really is speculative of course,Moderate
CEC2_E009_S09603_L0222,CEC2,CEC2E009,S09603,L0222,i predict that the car will crash,7,7,100,i predict that the car will crash,Moderate
CEC2_E009_S09043_L0222,CEC2,CEC2E009,S09043,L0222,seen as a whole nature is not selfish,8,8,100,seen as a whole nature is not selfish,Moderate
CEC2_E009_S08854_L0222,CEC2,CEC2E009,S08854,L0222,dad sat back looking pleased with himself,7,7,100,dad sat back looking pleased with himself,Moderate
CEC2_E009_S09644_L0222,CEC2,CEC2E009,S09644,L0222,was she good the policeman went on,7,7,100,was she good the policeman went on,Moderate
CEC2_E009_S09477_L0222,CEC2,CEC2E009,S09477,L0222,the private dirt track led directly to it,8,7,87.5,the private dirt track lead directly to it,Moderate
CEC2_E009_S09519_L0222,CEC2,CEC2E009,S09519,L0222,how to skin a snake he read,7,6,85.7142857142857,how to skin a snake he wrote,Moderate
CEC2_E009_S09587_L0222,CEC2,CEC2E009,S09587,L0222,ah well i said with a light laugh,8,7,87.5,oh well i said with a light laugh,Moderate
CEC2_E009_S09510_L0222,CEC2,CEC2E009,S09510,L0222,he didn't have anything on deposit did he,8,8,100,he didn't have anything on deposit did he,Moderate
CEC2_E009_S09896_L0222,CEC2,CEC2E009,S09896,L0222,she was strong and they were old,7,7,100,she was strong and they were old,Moderate
CEC2_E009_S08707_L0222,CEC2,CEC2E009,S08707,L0222,name a record that can make you cry,8,8,100,name a record that can make you cry,Moderate
CEC2_E009_S08763_L0222,CEC2,CEC2E009,S08763,L0222,thought you might be able to help,7,7,100,thought you might be able to help,Moderate
CEC2_E009_S09689_L0222,CEC2,CEC2E009,S09689,L0222,if you risk nothing you achieve nothing,7,6,85.7142857142857,if you wish nothing you achieve nothing,Moderate
CEC2_E009_S09081_L0222,CEC2,CEC2E009,S09081,L0222,the main comparison comes in the middle of the poem,10,10,100,the main comparison comes in the middle of the poem,Moderate
CEC2_E009_S08643_L0222,CEC2,CEC2E009,S08643,L0222,but mostly it's either something i've written or something old,10,8,80,but mostly it's something that i've written or something old,Moderate
CEC2_E009_S09065_L0222,CEC2,CEC2E009,S09065,L0222,not because of your lovely mouth my dear,8,8,100,not because of your lovely mouth my dear,Moderate
CEC2_E009_S09865_L0222,CEC2,CEC2E009,S09865,L0222,did the seaside do this to people,7,7,100,did the seaside do this to people,Moderate
CEC2_E009_S09024_L0222,CEC2,CEC2E009,S09024,L0222,for once her mileage was beginning to show,8,8,100,for once her mileage was beginning to show,Moderate
CEC2_E009_S08812_L0222,CEC2,CEC2E009,S08812,L0222,you don't know anything about either man,7,7,100,you don't know anything about either man,Moderate
CEC2_E009_S08770_L0222,CEC2,CEC2E009,S08770,L0222,i just had to look after our property,8,8,100,i just had to look after our property,Moderate
CEC2_E009_S08775_L0222,CEC2,CEC2E009,S08775,L0222,and you live here in the main street,8,8,100,and you live here in the main street,Moderate
CEC2_E009_S08553_L0222,CEC2,CEC2E009,S08553,L0222,down from them were two more men,7,7,100,down from them were two more men,Moderate
CEC2_E009_S09125_L0222,CEC2,CEC2E009,S09125,L0222,an attractive fish to look at and hardy to keep,10,10,100,an attractive fish to look at and hardy to keep,Moderate
CEC2_E009_S09258_L0222,CEC2,CEC2E009,S09258,L0222,i knew i didn't want to walk up that beach,10,10,100,i knew i didn't want to walk up that beach,Moderate
CEC2_E009_S09076_L0222,CEC2,CEC2E009,S09076,L0222,if i tell you to eat you will eat,9,9,100,if i tell you to eat you will eat,Moderate
CEC2_E009_S09438_L0222,CEC2,CEC2E009,S09438,L0222,like a creative chef for a start,7,7,100,like a creative chef for a start,Moderate
CEC2_E009_S09722_L0222,CEC2,CEC2E009,S09722,L0222,what star sign were you born under,7,7,100,what star sign were you born under,Moderate
CEC2_E009_S09370_L0222,CEC2,CEC2E009,S09370,L0222,but we will return to this point later,8,8,100,but we will return to this point later,Moderate
CEC2_E009_S08989_L0222,CEC2,CEC2E009,S08989,L0222,and then for an instant time reversed,7,7,100,and then for an instant time reversed,Moderate
CEC2_E009_S09110_L0222,CEC2,CEC2E009,S09110,L0222,what about what he's doing to everybody else,8,7,87.5,what about what he's doing to everyone else,Moderate
CEC2_E009_S09273_L0222,CEC2,CEC2E009,S09273,L0222,normal practice is to offer club membership,7,7,100,normal practice is to offer club membership,Moderate
CEC2_E009_S09321_L0222,CEC2,CEC2E009,S09321,L0222,did i not say that he was a good secretary,10,4,40,did i not say,Moderate
CEC2_E009_S08940_L0222,CEC2,CEC2E009,S08940,L0222,why would i want to hurt her,7,7,100,why would i want to hurt her,Moderate
CEC2_E009_S08966_L0222,CEC2,CEC2E009,S08966,L0222,you are a good mother he said gently,8,5,62.5,you are he said gently,Moderate
CEC2_E009_S09001_L0222,CEC2,CEC2E009,S09001,L0222,he couldn't make any sense of it at all,9,9,100,he couldn't make any sense of it at all,Moderate
CEC2_E009_S09903_L0222,CEC2,CEC2E009,S09903,L0222,and what do you know he bit out thickly,9,9,100,and what do you know he bit out thickly,Moderate
CEC2_E009_S09768_L0222,CEC2,CEC2E009,S09768,L0222,in consequence of his death the wedding was very quiet,10,8,80,in consequence of this gaff the wedding was very quiet,Moderate
CEC2_E009_S09821_L0222,CEC2,CEC2E009,S09821,L0222,or i won't come to the party,7,7,100,or i won't come to the party,Moderate
CEC2_E009_S08890_L0222,CEC2,CEC2E009,S08890,L0222,jimmy and i deserve to be in the final,9,9,100,jimmy and i deserve to be in the final,Moderate
CEC2_E022_S09082_L0222,CEC2,CEC2E022,S09082,L0222,i wish i could do more for them,8,8,100,i wish i could do more for them,Moderate
CEC2_E022_S08841_L0222,CEC2,CEC2E022,S08841,L0222,but my elbow gave me a bit of concern,9,9,100,but my elbow gave me a bit of concern,Moderate
CEC2_E022_S09584_L0222,CEC2,CEC2E022,S09584,L0222,it was in fact a classic picnic,7,2,28.5714285714286,it was,Moderate
CEC2_E022_S09398_L0222,CEC2,CEC2E022,S09398,L0222,but she didn't stand still for long,7,6,85.7142857142857,but you didn't stand still for long,Moderate
CEC2_E022_S09526_L0222,CEC2,CEC2E022,S09526,L0222,no such distinction was made in the sixteenth century,9,9,100,no such distinction was made in the sixteenth century,Moderate
CEC2_E022_S08688_L0222,CEC2,CEC2E022,S08688,L0222,the wobbly singing of the little choir stopped,8,0,0,#,Moderate
CEC2_E022_S09153_L0222,CEC2,CEC2E022,S09153,L0222,but the right selection is vital for this game,9,7,77.7777777777778,but the right connection was vital for this game,Moderate
CEC2_E022_S09157_L0222,CEC2,CEC2E022,S09157,L0222,most of us value a good listener,7,0,0,#,Moderate
CEC2_E022_S09174_L0222,CEC2,CEC2E022,S09174,L0222,there was far more in this than met the eye,10,4,40,there was far more,Moderate
CEC2_E022_S09272_L0222,CEC2,CEC2E022,S09272,L0222,well it's a long time since dinner,7,6,85.7142857142857,well it's a long time since,Moderate
CEC2_E022_S09067_L0222,CEC2,CEC2E022,S09067,L0222,of course i haven't i don't dream never have,9,0,0,#,Moderate
CEC2_E022_S09900_L0222,CEC2,CEC2E022,S09900,L0222,someone is going to be very disappointed,7,1,14.2857142857143,someone,Moderate
CEC2_E022_S09470_L0222,CEC2,CEC2E022,S09470,L0222,and what a hit the cup was,7,7,100,and what a hit the cup was,Moderate
CEC2_E022_S09912_L0222,CEC2,CEC2E022,S09912,L0222,you tried fighting and i tried talking,7,7,100,you tried fighting and i tried talking,Moderate
CEC2_E022_S09920_L0222,CEC2,CEC2E022,S09920,L0222,but most women live longer than most men,8,8,100,but most women live longer than most men,Moderate
CEC2_E022_S09244_L0222,CEC2,CEC2E022,S09244,L0222,i am not going to do it ever again,9,2,22.2222222222222,i ever get,Moderate
CEC2_E022_S09237_L0222,CEC2,CEC2E022,S09237,L0222,his set face was grey as the sky at dawn,10,7,70,if that sky face was as grey as a sky at dawn,Moderate
CEC2_E022_S09785_L0222,CEC2,CEC2E022,S09785,L0222,you go off now and forget all about it,9,9,100,you go off now and forget all about it,Moderate
CEC2_E022_S08569_L0222,CEC2,CEC2E022,S08569,L0222,anything can change nothing is written in stone,8,5,62.5,nothing is written in stone,Moderate
CEC2_E022_S08624_L0222,CEC2,CEC2E022,S08624,L0222,i saw little of george at work or outside it,10,0,0,#,Moderate
CEC2_E022_S09073_L0222,CEC2,CEC2E022,S09073,L0222,it's a tradition or an old charter or something,9,2,22.2222222222222,speak for tradition the older charter,Moderate
CEC2_E022_S09346_L0222,CEC2,CEC2E022,S09346,L0222,you must excuse me officer i'm still half asleep,9,9,100,you must excuse me officer i'm still half asleep,Moderate
CEC2_E022_S08979_L0222,CEC2,CEC2E022,S08979,L0222,tell me what you made of her,7,0,0,#,Moderate
CEC2_E022_S08882_L0222,CEC2,CEC2E022,S08882,L0222,rain or no rain i must get on my way,10,10,100,rain or no rain i must get on my way,Moderate
CEC2_E022_S09861_L0222,CEC2,CEC2E022,S09861,L0222,that is good you will be open to education,9,3,33.3333333333333,that is good ,Moderate
CEC2_E022_S09402_L0222,CEC2,CEC2E022,S09402,L0222,thought you were our missing best man come at last,10,6,60,missing best man come at last,Moderate
